527,1,1719.86,457.91,72.72,207.42,-1,-1,-1,-1
528,1,1720.21,457.79,73.36,207.92,-1,-1,-1,-1
529,1,1719.52,457.14,73.25,209.19,-1,-1,-1,-1
530,1,1720.84,457.05,72.40,208.86,-1,-1,-1,-1
531,1,1719.46,457.15,73.49,209.04,-1,-1,-1,-1
532,1,1720.66,457.15,72.98,209.28,-1,-1,-1,-1
533,1,1720.50,456.78,72.70,210.01,-1,-1,-1,-1
534,1,1719.49,456.47,74.01,210.46,-1,-1,-1,-1
535,1,1721.27,457.01,71.84,209.32,-1,-1,-1,-1
536,1,1721.46,456.38,69.92,210.02,-1,-1,-1,-1
537,1,1720.85,458.08,70.12,207.97,-1,-1,-1,-1
538,1,1719.79,458.60,71.49,206.70,-1,-1,-1,-1
539,1,1720.16,458.71,71.48,207.00,-1,-1,-1,-1
540,1,1719.57,457.90,71.60,208.59,-1,-1,-1,-1
541,1,1720.15,459.84,70.83,204.84,-1,-1,-1,-1
542,1,1717.23,459.27,73.16,205.72,-1,-1,-1,-1
543,1,1716.88,458.69,74.56,206.79,-1,-1,-1,-1
544,1,1716.96,457.89,74.33,207.78,-1,-1,-1,-1
545,1,1717.83,457.33,74.16,208.61,-1,-1,-1,-1
546,1,1717.93,456.68,74.25,208.96,-1,-1,-1,-1
547,1,1720.55,457.80,72.11,207.66,-1,-1,-1,-1
548,1,1721.44,457.65,70.68,207.93,-1,-1,-1,-1
549,1,1723.75,456.55,66.67,209.18,-1,-1,-1,-1
550,1,1722.56,456.23,68.47,209.59,-1,-1,-1,-1
551,1,1723.55,456.73,67.57,208.99,-1,-1,-1,-1
552,1,1724.65,456.31,66.36,209.58,-1,-1,-1,-1
553,1,1724.32,455.22,66.16,210.29,-1,-1,-1,-1
554,1,1724.71,455.89,65.96,209.75,-1,-1,-1,-1
555,1,1724.95,455.69,65.87,210.75,-1,-1,-1,-1
556,1,1724.89,454.63,65.50,211.28,-1,-1,-1,-1
557,1,1724.52,454.85,65.91,210.81,-1,-1,-1,-1
558,1,1724.07,453.75,65.73,212.51,-1,-1,-1,-1
559,1,1724.28,454.08,65.14,212.18,-1,-1,-1,-1
560,1,1723.37,455.16,66.56,211.37,-1,-1,-1,-1
561,1,1724.12,455.20,65.49,210.91,-1,-1,-1,-1
562,1,1723.09,455.84,66.30,210.89,-1,-1,-1,-1
563,1,1723.20,455.88,67.23,211.06,-1,-1,-1,-1
564,1,1723.29,456.18,67.25,211.17,-1,-1,-1,-1
565,1,1723.20,456.89,67.59,210.20,-1,-1,-1,-1
566,1,1723.10,456.63,67.34,210.68,-1,-1,-1,-1
567,1,1723.11,456.96,67.10,210.02,-1,-1,-1,-1
568,1,1722.30,457.49,67.64,209.72,-1,-1,-1,-1
569,1,1721.88,457.80,68.02,209.44,-1,-1,-1,-1
570,1,1721.23,457.12,68.83,210.63,-1,-1,-1,-1
571,1,1721.24,458.35,68.93,208.60,-1,-1,-1,-1
