329,1,776.25,248.72,78.03,234.11,-1,-1,-1,-1
330,1,773.46,249.88,80.28,233.58,-1,-1,-1,-1
331,1,770.87,248.90,82.40,232.55,-1,-1,-1,-1
332,1,770.93,250.70,80.91,240.56,-1,-1,-1,-1
333,1,765.76,250.98,81.97,240.68,-1,-1,-1,-1
334,1,763.33,251.65,82.43,241.69,-1,-1,-1,-1
335,1,759.27,250.77,84.36,245.67,-1,-1,-1,-1
336,1,752.32,250.68,86.50,251.40,-1,-1,-1,-1
337,1,740.60,253.39,93.10,249.95,-1,-1,-1,-1
338,1,737.48,253.09,91.41,252.86,-1,-1,-1,-1
339,1,732.39,256.59,93.57,258.58,-1,-1,-1,-1
340,1,727.78,258.02,93.81,252.79,-1,-1,-1,-1
341,1,722.30,259.10,94.38,256.10,-1,-1,-1,-1
342,1,708.11,265.41,102.76,269.19,-1,-1,-1,-1
343,1,711.42,271.36,92.35,230.45,-1,-1,-1,-1
344,1,697.09,268.94,107.58,271.61,-1,-1,-1,-1
345,1,691.67,269.55,109.35,276.15,-1,-1,-1,-1
346,1,691.25,272.05,102.33,270.84,-1,-1,-1,-1
347,1,678.60,275.03,112.74,282.47,-1,-1,-1,-1
348,1,673.51,276.40,111.36,285.22,-1,-1,-1,-1
349,1,669.22,278.33,111.12,281.00,-1,-1,-1,-1
350,1,667.76,273.03,107.80,292.21,-1,-1,-1,-1
351,1,663.29,275.62,107.92,292.37,-1,-1,-1,-1
352,1,657.09,276.64,103.50,294.33,-1,-1,-1,-1
353,1,652.09,275.81,103.18,296.66,-1,-1,-1,-1
354,1,647.14,276.47,103.03,290.79,-1,-1,-1,-1
355,1,635.82,277.21,112.03,304.97,-1,-1,-1,-1
356,1,632.39,275.14,106.07,299.77,-1,-1,-1,-1
357,1,618.17,280.18,112.04,316.05,-1,-1,-1,-1
358,1,610.21,279.78,116.28,324.67,-1,-1,-1,-1
359,1,598.74,283.24,121.74,326.72,-1,-1,-1,-1
360,1,591.39,283.72,121.64,329.03,-1,-1,-1,-1
361,1,587.24,284.18,122.55,329.46,-1,-1,-1,-1
362,1,572.05,284.91,127.72,327.05,-1,-1,-1,-1
363,1,566.12,283.35,127.78,332.23,-1,-1,-1,-1
364,1,558.14,284.23,130.92,332.56,-1,-1,-1,-1
365,1,550.89,285.31,129.02,337.33,-1,-1,-1,-1
366,1,545.26,283.10,131.43,348.12,-1,-1,-1,-1
367,1,533.55,279.68,131.13,356.99,-1,-1,-1,-1
368,1,528.71,276.79,132.91,367.81,-1,-1,-1,-1
369,1,519.11,277.09,135.15,371.80,-1,-1,-1,-1
370,1,522.05,271.53,131.98,381.80,-1,-1,-1,-1
371,1,519.07,270.87,132.68,373.55,-1,-1,-1,-1
372,1,515.92,267.68,134.19,371.83,-1,-1,-1,-1
373,1,513.13,265.46,136.16,387.24,-1,-1,-1,-1
374,1,509.57,264.06,137.22,382.72,-1,-1,-1,-1
375,1,504.03,261.85,138.06,384.35,-1,-1,-1,-1
376,1,484.69,259.25,151.68,393.93,-1,-1,-1,-1
377,1,473.87,252.62,153.03,405.53,-1,-1,-1,-1
378,1,470.79,252.09,153.22,405.40,-1,-1,-1,-1
379,1,473.85,252.24,146.86,406.31,-1,-1,-1,-1
380,1,465.50,251.25,154.82,410.14,-1,-1,-1,-1
381,1,463.77,248.80,152.34,419.17,-1,-1,-1,-1
382,1,451.41,245.74,149.92,426.40,-1,-1,-1,-1
383,1,436.67,244.97,153.95,441.15,-1,-1,-1,-1
384,1,417.35,247.42,147.58,434.95,-1,-1,-1,-1
385,1,415.35,242.93,149.29,445.07,-1,-1,-1,-1
386,1,406.26,240.33,149.66,448.18,-1,-1,-1,-1
387,1,368.00,239.88,172.58,470.49,-1,-1,-1,-1
388,1,344.31,238.86,187.49,481.30,-1,-1,-1,-1
389,1,322.62,238.83,191.31,487.36,-1,-1,-1,-1
390,1,305.40,237.23,203.48,492.02,-1,-1,-1,-1
391,1,286.19,235.73,212.04,497.26,-1,-1,-1,-1
392,1,252.51,235.24,225.57,512.37,-1,-1,-1,-1
393,1,238.85,230.03,224.35,521.48,-1,-1,-1,-1
394,1,228.44,225.46,222.59,530.29,-1,-1,-1,-1
395,1,217.91,222.03,213.89,537.89,-1,-1,-1,-1
396,1,208.95,216.16,199.85,544.93,-1,-1,-1,-1
397,1,195.87,208.27,182.57,559.92,-1,-1,-1,-1
398,1,181.41,206.18,174.09,568.36,-1,-1,-1,-1
399,1,168.20,201.35,169.75,578.15,-1,-1,-1,-1
400,1,156.46,199.59,170.24,577.79,-1,-1,-1,-1
401,1,137.75,195.82,175.47,583.29,-1,-1,-1,-1
402,1,67.86,190.94,223.30,601.61,-1,-1,-1,-1
403,1,39.18,190.70,241.54,606.76,-1,-1,-1,-1
404,1,6.97,183.49,266.63,625.18,-1,-1,-1,-1
405,1,-6.68,181.04,268.27,639.90,-1,-1,-1,-1
406,1,-25.74,179.83,271.74,649.75,-1,-1,-1,-1
407,1,-76.83,175.17,298.54,659.19,-1,-1,-1,-1
408,1,-110.78,171.94,318.08,660.29,-1,-1,-1,-1
409,1,-139.44,170.68,324.95,682.84,-1,-1,-1,-1
428,1,177.92,325.19,68.61,159.67,-1,-1,-1,-1
429,1,172.90,327.79,86.50,158.74,-1,-1,-1,-1
430,1,161.97,326.52,94.09,162.67,-1,-1,-1,-1
431,1,158.10,321.94,91.31,166.35,-1,-1,-1,-1
432,1,150.14,325.20,75.46,156.99,-1,-1,-1,-1
433,1,135.12,319.94,62.77,165.84,-1,-1,-1,-1
434,1,122.78,316.26,72.65,170.46,-1,-1,-1,-1
435,1,115.47,314.26,73.20,171.80,-1,-1,-1,-1
436,1,103.97,312.04,73.63,172.09,-1,-1,-1,-1
437,1,73.39,311.42,83.85,174.87,-1,-1,-1,-1
438,1,74.12,312.19,73.15,173.00,-1,-1,-1,-1
439,1,56.73,314.15,83.93,174.90,-1,-1,-1,-1
440,1,53.15,318.45,79.72,174.01,-1,-1,-1,-1
441,1,44.69,318.82,83.48,171.94,-1,-1,-1,-1
442,1,14.82,324.60,95.87,174.70,-1,-1,-1,-1
443,1,4.25,324.20,96.85,176.66,-1,-1,-1,-1
444,1,-3.98,325.28,94.01,177.75,-1,-1,-1,-1
445,1,-14.24,325.65,94.71,175.98,-1,-1,-1,-1
446,1,-29.52,328.76,79.81,173.99,-1,-1,-1,-1
471,1,-26.35,337.37,71.54,154.56,-1,-1,-1,-1
472,1,-27.73,339.70,59.85,157.69,-1,-1,-1,-1
329,2,669.77,281.44,33.86,110.86,-1,-1,-1,-1
330,2,671.16,283.91,34.16,110.48,-1,-1,-1,-1
332,2,661.43,283.87,33.11,100.49,-1,-1,-1,-1
335,2,649.81,281.98,32.23,103.05,-1,-1,-1,-1
336,2,639.01,276.57,37.88,118.44,-1,-1,-1,-1
337,2,626.06,280.76,37.20,120.28,-1,-1,-1,-1
338,2,619.19,279.17,39.39,130.22,-1,-1,-1,-1
339,2,612.81,283.24,39.88,130.57,-1,-1,-1,-1
340,2,606.72,286.00,39.11,123.68,-1,-1,-1,-1
329,3,1011.59,286.43,19.23,54.22,-1,-1,-1,-1
330,3,1015.49,289.98,18.49,49.11,-1,-1,-1,-1
331,3,1017.56,288.83,18.73,50.09,-1,-1,-1,-1
332,3,1019.09,287.00,19.65,55.27,-1,-1,-1,-1
333,3,1019.48,287.93,19.51,54.86,-1,-1,-1,-1
334,3,1019.57,287.69,19.93,57.40,-1,-1,-1,-1
335,3,1020.22,288.70,19.42,54.77,-1,-1,-1,-1
336,3,1015.33,287.78,18.36,49.36,-1,-1,-1,-1
